task,collision_control,prompt,event,runs,mean_pct,sd_pct,event_count,total_selected_events,pooled_pct
delivery,without_fixed_spec,3,rotate_clockwise,50,16.638011269432123,0.7641916640752606,28520,171376,16.641770142843807
delivery,without_fixed_spec,4,rotate_clockwise,50,17.50318436420637,1.3556355139097378,30990,177352,17.47372457034598
delivery,without_fixed_spec,5,rotate_clockwise,50,16.71256500295247,0.7091192840533469,30150,180458,16.707488723137793
delivery,without_fixed_spec,6,rotate_clockwise,40,17.59354463781942,0.9038569173705483,25363,144273,17.57986594858359
delivery,baseline,0,rotate_counterclockwise,10,1.6862799105027584,0.8685261242045229,192,10613,1.8091020446622068
delivery,without_fixed_spec,1,rotate_counterclockwise,50,16.935537784482467,0.6754015157938554,29673,174974,16.95851955147622
delivery,without_fixed_spec,2,rotate_counterclockwise,40,16.745446193860932,0.6191528355160246,23161,138394,16.73555211931153
delivery,without_fixed_spec,3,rotate_counterclockwise,50,16.66800617262457,0.7012473949662428,28572,171376,16.672112781252917
delivery,without_fixed_spec,4,rotate_counterclockwise,50,17.204442703386707,1.4915435736539224,30464,177352,17.177139248500158
delivery,without_fixed_spec,5,rotate_counterclockwise,50,16.681277925192283,0.6805272197157287,30103,180458,16.681443881678838
delivery,without_fixed_spec,6,rotate_counterclockwise,40,17.722173021561723,0.9303528094944788,25553,144273,17.711560721687356
delivery,baseline,0,search_color,10,0.0,0.0,0,10613,0.0
delivery,without_fixed_spec,1,search_color,50,6.762904137891091,3.9607389099048413,12501,174974,7.144490038520009
delivery,without_fixed_spec,2,search_color,40,8.284731299602209,4.757650467673137,11482,138394,8.296602453863606
delivery,without_fixed_spec,3,search_color,50,7.260386372050618,3.035323250363547,12455,171376,7.267645411259453
delivery,without_fixed_spec,4,search_color,50,7.873653028149321,5.388431306618038,14185,177352,7.998218232667238
delivery,without_fixed_spec,5,search_color,50,7.158548175497102,1.84888444811362,12900,180458,7.148477762138558
delivery,without_fixed_spec,6,search_color,40,4.776099580087434,1.7640625677348347,6903,144273,4.784679045975339
delivery,baseline,0,search_object,10,14.597545770998108,6.920767361999644,1800,10613,16.96033166870819
delivery,without_fixed_spec,1,search_object,50,4.62624037805725,3.815395250641357,7115,174974,4.066318424451633
delivery,without_fixed_spec,2,search_object,40,2.253671655591392,2.4283471007549404,3106,138394,2.2443169501567986
delivery,without_fixed_spec,3,search_object,50,1.3987567439329287,0.9347988856884742,2387,171376,1.3928438054336663
delivery,without_fixed_spec,4,search_object,50,1.7380933147296902,2.4353169976522113,3099,177352,1.7473724570345979
delivery,without_fixed_spec,5,search_object,50,1.5789044399374756,1.5864745304743137,2846,180458,1.5770982721741347
delivery,without_fixed_spec,6,search_object,40,2.3314400396981587,3.104734990880396,3394,144273,2.3524845258641602
delivery,baseline,0,search_zone,10,12.585709932132888,5.21469424207323,1213,10613,11.429379063412796
delivery,without_fixed_spec,1,search_zone,50,0.0,0.0,0,174974,0.0
delivery,without_fixed_spec,2,search_zone,40,0.0,0.0,0,138394,0.0
delivery,without_fixed_spec,3,search_zone,50,0.0,0.0,0,171376,0.0
delivery,without_fixed_spec,4,search_zone,50,0.0,0.0,0,177352,0.0
delivery,without_fixed_spec,5,search_zone,50,0.0,0.0,0,180458,0.0
delivery,without_fixed_spec,6,search_zone,40,0.0,0.0,0,144273,0.0
delivery,baseline,0,u_turn,10,3.0343594012974258,1.4146804765540004,332,10613,3.1282389522283993
delivery,without_fixed_spec,1,u_turn,50,16.597835843327232,0.6535870843689643,28873,174974,16.501308765873787
delivery,without_fixed_spec,2,u_turn,40,16.53382435112304,0.6896317304242636,22878,138394,16.531063485411217
delivery,without_fixed_spec,3,u_turn,50,16.64734481691716,0.6216738181606366,28517,171376,16.640019606012512
delivery,without_fixed_spec,4,u_turn,50,17.52490270290114,1.6175601421893777,31014,177352,17.48725698046822
delivery,without_fixed_spec,5,u_turn,50,16.921071824507877,0.6435600262879191,30533,180458,16.919726473750124
delivery,without_fixed_spec,6,u_turn,40,17.423449891509858,0.8538345289565896,25127,144273,17.41628717778101
delivery,with_fixed_spec,1,approach_color,50,5.5595882044533225,4.5286072096989365,6048,155619,3.8864148979237756
delivery,with_fixed_spec,2,approach_color,50,3.6122444071630526,4.674266756099644,8167,271509,3.0080034179345803
delivery,with_fixed_spec,3,approach_color,50,8.093279755344756,4.775411438101546,18140,246294,7.365181449812013
delivery,with_fixed_spec,4,approach_color,50,2.3067120463412607,3.5098888930857495,3276,235727,1.3897432199111683
delivery,with_fixed_spec,5,approach_color,50,7.694214246066222,3.4758256397986487,63732,1116692,5.7072138064927485
delivery,with_fixed_spec,6,approach_color,50,2.6597767060056157,1.4967883332479661,6785,255370,2.6569291616086463
delivery,with_fixed_spec,1,approach_object,50,2.1639082257382336,1.6445344748406672,2511,155619,1.6135561852987104
delivery,with_fixed_spec,2,approach_object,50,1.4868321477940092,1.2831023001042963,3838,271509,1.4135811335904152
delivery,with_fixed_spec,3,approach_object,50,1.9398647057511589,1.6632990908465821,4498,246294,1.8262726660007957
delivery,with_fixed_spec,4,approach_object,50,0.5150789185766677,1.0392812438971422,754,235727,0.3198615347414594
delivery,with_fixed_spec,5,approach_object,50,2.039406604651922,1.9908635857450734,16256,1116692,1.455728168554982
delivery,with_fixed_spec,6,approach_object,50,0.33825536153915575,0.26264750207606563,861,255370,0.3371578493949955
delivery,with_fixed_spec,1,approach_zone,50,0.0,0.0,0,155619,0.0
delivery,with_fixed_spec,2,approach_zone,50,0.0,0.0,0,271509,0.0
delivery,with_fixed_spec,3,approach_zone,50,0.0,0.0,0,246294,0.0
delivery,with_fixed_spec,4,approach_zone,50,0.0,0.0,0,235727,0.0
delivery,with_fixed_spec,5,approach_zone,50,0.0,0.0,0,1116692,0.0
delivery,with_fixed_spec,6,approach_zone,50,0.0,0.0,0,255370,0.0
delivery,with_fixed_spec,1,claim_blue,50,0.0,0.0,0,155619,0.0
delivery,with_fixed_spec,2,claim_blue,50,0.0,0.0,0,271509,0.0
delivery,with_fixed_spec,3,claim_blue,50,0.0,0.0,0,246294,0.0
delivery,with_fixed_spec,4,claim_blue,50,0.0,0.0,0,235727,0.0
delivery,with_fixed_spec,5,claim_blue,50,0.0,0.0,0,1116692,0.0
delivery,with_fixed_spec,6,claim_blue,50,0.0,0.0,0,255370,0.0
delivery,with_fixed_spec,1,claim_green,50,0.0,0.0,0,155619,0.0
delivery,with_fixed_spec,2,claim_green,50,0.0,0.0,0,271509,0.0
delivery,with_fixed_spec,3,claim_green,50,0.0,0.0,0,246294,0.0
delivery,with_fixed_spec,4,claim_green,50,0.0,0.0,0,235727,0.0
delivery,with_fixed_spec,5,claim_green,50,0.0,0.0,0,1116692,0.0
delivery,with_fixed_spec,6,claim_green,50,0.0,0.0,0,255370,0.0
delivery,with_fixed_spec,1,claim_red,50,0.0,0.0,0,155619,0.0
delivery,with_fixed_spec,2,claim_red,50,0.0,0.0,0,271509,0.0
delivery,with_fixed_spec,3,claim_red,50,0.0,0.0,0,246294,0.0
delivery,with_fixed_spec,4,claim_red,50,0.0,0.0,0,235727,0.0
delivery,with_fixed_spec,5,claim_red,50,0.0,0.0,0,1116692,0.0
delivery,with_fixed_spec,6,claim_red,50,0.0,0.0,0,255370,0.0
delivery,with_fixed_spec,1,drop_object,50,0.22240640430020833,0.20868899579660122,192,155619,0.1233782507277389
delivery,with_fixed_spec,2,drop_object,50,0.055691815691295846,0.09054401243082985,105,271509,0.03867275117951891
delivery,with_fixed_spec,3,drop_object,50,0.10873372339686427,0.12022059665159429,189,246294,0.07673755755316816
delivery,with_fixed_spec,4,drop_object,50,0.054228177582148575,0.10611976703973247,57,235727,0.024180513899553297
delivery,with_fixed_spec,5,drop_object,50,0.17845756455646256,0.11671964047182404,284,1116692,0.02543225885024698
delivery,with_fixed_spec,6,drop_object,50,0.051658639774645826,0.011596085575932565,131,255370,0.05129811645847202
delivery,with_fixed_spec,1,drop_zone_blue,50,0.1163785119490418,0.0995121857970408,111,155619,0.07132805120197405
delivery,with_fixed_spec,2,drop_zone_blue,50,0.04116414687715372,0.03821087496374181,93,271509,0.034253008187573895
delivery,with_fixed_spec,3,drop_zone_blue,50,0.060697970743412814,0.0561123541200306,113,246294,0.04588012700268784
delivery,with_fixed_spec,4,drop_zone_blue,50,0.06585872481348477,0.10113020410999853,91,235727,0.03860397833086579
delivery,with_fixed_spec,5,drop_zone_blue,50,0.08857201087408359,0.058976898966790856,140,1116692,0.012537029010685131
delivery,with_fixed_spec,6,drop_zone_blue,50,0.026650285300989986,0.012578092270521342,68,255370,0.026628029917374788
delivery,with_fixed_spec,1,drop_zone_red,50,0.1156474206814086,0.09980432068808215,110,155619,0.07068545614610042
delivery,with_fixed_spec,2,drop_zone_red,50,0.040614464315594935,0.03837200440687799,91,271509,0.03351638435558306
delivery,with_fixed_spec,3,drop_zone_red,50,0.05550933141945729,0.058442898634950995,99,246294,0.040195863480230944
delivery,with_fixed_spec,4,drop_zone_red,50,0.06310404270902421,0.10215372562426235,83,235727,0.03521022199408638
delivery,with_fixed_spec,5,drop_zone_red,50,0.08949316600335211,0.05829631779343811,143,1116692,0.01280567963234267
delivery,with_fixed_spec,6,drop_zone_red,50,0.02616739982332867,0.01311933458380163,66,255370,0.025844852566863766
delivery,with_fixed_spec,1,move_backward,50,0.35063974983361823,0.2131634265957002,494,155619,0.31744195760157823
delivery,with_fixed_spec,2,move_backward,50,0.39984161884341063,0.2483987849457906,991,271509,0.3649971087514594
delivery,with_fixed_spec,3,move_backward,50,0.45349777188386076,0.22967712280777097,1058,246294,0.4295679147685287
delivery,with_fixed_spec,4,move_backward,50,0.42470329351658537,0.5953824000273444,864,235727,0.3665256843721763
delivery,with_fixed_spec,5,move_backward,50,0.39716922293459006,0.3575906729204111,4947,1116692,0.443004875113281
delivery,with_fixed_spec,6,move_backward,50,0.4136034637755423,0.15960732548766085,1036,255370,0.40568586756471003
delivery,with_fixed_spec,1,move_forward,50,46.71302524589125,2.5973643116604848,73213,155619,47.04631182567681
delivery,with_fixed_spec,2,move_forward,50,48.04108259258922,5.100519903067941,130175,271509,47.94500366470356
delivery,with_fixed_spec,3,move_forward,50,48.735497124715444,4.818320527886803,120182,246294,48.79615418970823
delivery,with_fixed_spec,4,move_forward,50,54.48311007913623,14.85341764821725,126799,235727,53.79061371841155
delivery,with_fixed_spec,5,move_forward,50,48.82910864378367,3.743188603170043,535121,1116692,47.92019643733455
delivery,with_fixed_spec,6,move_forward,50,73.49002822564104,14.489345148398222,184623,255370,72.29627599169832
delivery,with_fixed_spec,1,pick_up_object,50,0.23685827163375692,0.19525173194409998,230,155619,0.14779686285093724
delivery,with_fixed_spec,2,pick_up_object,50,0.08803671012149589,0.07381663947521705,201,271509,0.07403069511507906
delivery,with_fixed_spec,3,pick_up_object,50,0.12987869836419902,0.1078134408617665,250,246294,0.10150470575815895
delivery,with_fixed_spec,4,pick_up_object,50,0.07585231842966635,0.09798633201995456,120,235727,0.05090634505169115
delivery,with_fixed_spec,5,pick_up_object,50,0.1813926985117442,0.11425662701159144,292,1116692,0.026148660508000417
delivery,with_fixed_spec,6,pick_up_object,50,0.052817685124318656,0.00975112228148786,134,255370,0.05247288248423856
delivery,with_fixed_spec,1,rotate_clockwise,50,1.6151577775176298,0.9010486187519013,2257,155619,1.4503370411068057
delivery,with_fixed_spec,2,rotate_clockwise,50,1.6849700707741637,0.9009687757228847,4444,271509,1.6367781546836384
delivery,with_fixed_spec,3,rotate_clockwise,50,1.5431756587563132,0.6113830771379989,3712,246294,1.507141871097144
delivery,with_fixed_spec,4,rotate_clockwise,50,1.8278896300430385,1.035052573664837,4028,235727,1.7087563155684329
delivery,with_fixed_spec,5,rotate_clockwise,50,1.5956802502566334,1.2996656767297057,34629,1116692,3.101034125792967
delivery,with_fixed_spec,6,rotate_clockwise,50,1.7807814629167074,0.6946029301528981,4427,255370,1.7335630653561498
delivery,with_fixed_spec,1,rotate_counterclockwise,50,1.9389525265370056,0.8738914796475565,2968,155619,1.9072221258329638
delivery,with_fixed_spec,2,rotate_counterclockwise,50,2.377222207970569,0.6691147548557109,6435,271509,2.370087179430516
delivery,with_fixed_spec,3,rotate_counterclockwise,50,2.4323803699800783,0.649593391472668,5971,246294,2.4243383923278685
delivery,with_fixed_spec,4,rotate_counterclockwise,50,2.9134592962255823,2.1780073252398795,6596,235727,2.7981520996746236
delivery,with_fixed_spec,5,rotate_counterclockwise,50,2.0432616488001156,0.6450859109517206,23719,1116692,2.1240413650317187
delivery,with_fixed_spec,6,rotate_counterclockwise,50,3.151620290438227,1.0921223242143094,7841,255370,3.0704468026784664
delivery,with_fixed_spec,1,search_color,50,16.464521861752512,15.31380509454653,35519,155619,22.824333789575824
delivery,with_fixed_spec,2,search_color,50,31.781882328829997,15.61135614780086,91620,271509,33.74473774350022
delivery,with_fixed_spec,3,search_color,50,21.068735105377414,12.652736424352883,56101,246294,22.7780619909539
delivery,with_fixed_spec,4,search_color,50,21.786459996000218,19.85809223136037,59275,235727,25.145613357824942
delivery,with_fixed_spec,5,search_color,50,12.594684564734948,5.95991309014133,74360,1116692,6.658953408818188
delivery,with_fixed_spec,6,search_color,50,4.610966994881315,3.949873725874146,11725,255370,4.591377217370874
delivery,with_fixed_spec,1,search_object,50,21.24649697238259,13.657143542024905,27146,155619,17.443885386745833
delivery,with_fixed_spec,2,search_object,50,6.733133386170382,8.05119029459014,15502,271509,5.709571321760973
delivery,with_fixed_spec,3,search_object,50,11.770280136625596,7.637616105048642,27195,246294,11.04168189237253
delivery,with_fixed_spec,4,search_object,50,11.197047544022796,14.368913864946425,24001,235727,10.181693229880327
delivery,with_fixed_spec,5,search_object,50,21.01889131889577,7.761507243690867,309464,1116692,27.712565326876167
delivery,with_fixed_spec,6,search_object,50,8.911100524704084,16.49183435303678,26506,255370,10.37944942632259
delivery,with_fixed_spec,1,search_zone,50,0.0,0.0,0,155619,0.0
delivery,with_fixed_spec,2,search_zone,50,0.0,0.0,0,271509,0.0
delivery,with_fixed_spec,3,search_zone,50,0.0,0.0,0,246294,0.0
delivery,with_fixed_spec,4,search_zone,50,0.0,0.0,0,235727,0.0
delivery,with_fixed_spec,5,search_zone,50,0.0,0.0,0,1116692,0.0
delivery,with_fixed_spec,6,search_zone,50,0.0,0.0,0,255370,0.0
delivery,with_fixed_spec,1,u_turn,50,3.256418827329423,1.520605885119508,4820,155619,3.097308169310945
delivery,with_fixed_spec,2,u_turn,50,3.6572841028596557,1.2216748101781945,9847,271509,3.626767436806883
delivery,with_fixed_spec,3,u_turn,50,3.60846964764145,1.0093114933880631,8786,246294,3.567281379164738
delivery,with_fixed_spec,4,u_turn,50,4.286495932603295,2.6088637454105807,9783,235727,4.150139780339121
delivery,with_fixed_spec,5,u_turn,50,3.24966805993049,1.572527596312193,53605,1116692,4.8003388579841175
delivery,with_fixed_spec,6,u_turn,50,4.486572960075024,1.4318834263130302,11167,255370,4.372870736578298
