task,condition,video,duration_s,final_coverage_pct,common_cutoff_s,coverage_at_common_cutoff_pct,time_to_100_pct_s,robot_0_detection_pct,robot_1_detection_pct,robot_2_detection_pct,robot_0_full_recording_in_arena_detection_pct,robot_1_full_recording_in_arena_detection_pct,robot_2_full_recording_in_arena_detection_pct,max_internal_missing_gap_s,max_full_recording_missing_gap_s,result_directory
patrolling,llm,2026-09-13 13-22-01_llm.mp4,290.3666666666667,100.0,122.2,100.0,7.0,92.07003089598352,99.848828420257,97.65840220385675,61.570247933884296,90.97796143250689,97.65840220385675,3.0,96.36666666666667,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 13-22-01_llm
patrolling,baseline,2026-09-13 16-31-31_base.mp4,142.5,100.0,122.2,100.0,27.0,98.81305637982196,100.0,99.77777777777777,46.70406732117812,100.0,62.97335203366059,1.0,75.3,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 16-31-31_base
patrolling,llm,2026-09-13 16-35-23_llm.mp4,254.53333333333333,100.0,122.2,100.0,42.5,100.0,99.29161747343565,99.528672427337,42.96936370777691,66.06441476826394,99.528672427337,0.4000000000000057,145.33333333333331,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 16-35-23_llm
patrolling,baseline,2026-09-13 16-41-51_base.mp4,323.90000000000003,100.0,122.2,100.0,60.5,98.1651376146789,98.88888888888889,97.44268077601411,85.8641975308642,98.88888888888889,68.20987654320987,1.4000000000000057,97.30000000000004,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 16-41-51_base
patrolling,llm,2026-09-13 16-49-26_llm.mp4,129.83333333333334,100.0,122.2,100.0,44.0,95.74468085106383,100.0,95.94594594594595,83.07692307692308,100.0,32.76923076923077,2.0,85.63333333333334,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 16-49-26_llm
patrolling,baseline,2026-09-13 16-55-09_base.mp4,152.03333333333333,91.66666666666667,122.2,83.33333333333333,,99.71949509116409,99.50372208436724,92.71523178807946,93.42969776609723,52.69382391590013,91.98423127463863,1.5999999999999999,71.63333333333333,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 16-55-09_base
patrolling,llm,2026-09-13 17-02-34_llm.mp4,311.06666666666666,100.0,122.2,100.0,105.0,99.78693181818181,100.0,98.08362369337979,90.29562982005142,100.0,36.18251928020565,1.1999999999999886,196.46666666666667,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 17-02-34_llm
patrolling,baseline,2026-09-13 17-10-48_baseline.mp4,313.06666666666666,100.0,122.2,100.0,82.0,94.58204334365325,95.8492975734355,98.53479853479854,39.01660280970626,95.8492975734355,17.177522349936144,1.3999999999999915,258.6666666666667,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 17-10-48_baseline
patrolling,llm,2026-09-13 17-17-42_llm.mp4,199.79999999999998,100.0,122.2,100.0,44.0,82.08208208208208,99.71671388101983,99.55106621773288,82.08208208208208,70.47047047047047,88.78878878878879,3.799999999999983,58.79999999999998,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 17-17-42_llm
patrolling,baseline,2026-09-13 17-23-51_base.mp4,129.63333333333333,100.0,122.2,100.0,28.5,95.32520325203252,98.70550161812298,100.0,72.26502311248073,46.99537750385208,100.0,1.1999999999999957,68.03333333333333,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 17-23-51_base
patrolling,llm,2026-09-13 17-30-52_llm.mp4,209.96666666666667,100.0,122.2,100.0,12.0,89.57264957264957,98.38709677419355,100.0,49.904761904761905,40.666666666666664,100.0,3.0,123.36666666666667,/home/ecem/sct_ws/src/leo_real_experiments/analysis/coverage/patrolling/2026-09-13 17-30-52_llm
